text,text_type,source,author
"Dia seolah melempar tgg jawab transparansi pd yg isinya nyaris semua sekutu dia. Faktanya banyak yg sdh beritakan naskah draft RUU TNI masuk last minute sblm pembahasan. Pun dia ngotot substansinya cm soal masa jabatan, Dasco bilang 3 pasal, faktanya 8 pasal revisi",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Hj. Kartika Sandra Desi, SH., MM selaku Anggota Komisi IV DPR RI, meminta kejelasan kepada Kementerian Kelautan dan Perikanan (KKP) mengenai program bantuan bagi nelayan. Dalam Rapat Kerja bersama KKP pada Kamis 27/2/2025",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Assalamu'alaikum Simak bersama yuk video rekap 100 Hari Kerja Bersama Kabinet Merah Putih Presiden Prabowo Subianto berikut. Melangkah kedepan dengan Optimis 🇮🇩🇮🇩🇮🇩 Tonton sampai selesai dan selamat menyaksikan ya sob ☝️,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Prabowo pembohong sama ny dg pertamina,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Pagi ini dapat info bahwa 1 USD &gt; 17k IDR Saya doakan agar tim pemerintahan pak segera bertindak cepat &amp; tepat untuk memitigasi &amp; mengatasi.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Sebaiknya semua aparat kepolisian sering2 lah berwudhu' krn mrk di mata masyarakat tdk punya harga diri, seridaknya dgn berwudhu' mgkn Allah msh menjaga marwahnya.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kebijakan kacung2 oligarki memang tdk berpihak kpd rakyat, mereka hanya ingin menguasai negara kita melalui antek2nya. Waspada antek2 oligarki yg tdk bekerja untuk bangsa dn negara, tetapi hanya menggembosi pemerintahan P Bowo.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"PP TUNAS: Aturan Baru Lindungi Anak di Dunia Digital! Presiden RI telah mengesahkan PP TUNAS, kebijakan yang memastikan anak-anak lebih aman dan sehat di dunia digital!",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Presiden Prabowo Optimalkan Investasi Global untuk Mendorong Ekonomi Berkelanjutan,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Prabowo mau bikin program 3 Juta Rumah, solusi jangka panjang buat daerah rawan banjir",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Si Wowo presiden omon2 sulit dipercaya, baru 100 hari berkuasa bikin rakyat susah ko mau 10 tahun",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Tapi terkait komunikasi pemerintahan saat ini, narasi apa yang mau disampaikan, kalau datanya yang tidak ada dari kementrian? Kahlil Gibran sekalipun yg diangkat jadi kepala PCO juga akan gagal mendeskripsikan keindahan-keberhasilan program Pak kalau datanya tidak ada.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
perasaan pemilu tahun tahun lalu ga sechaos ini ya. kalo misal salah pilih yg disalahin pemimpinnya bukan nyerang ke orangnya. dulu aja jokowi jadi presiden gaada yg nyalahin pemilih jokowi. padahal jokowi udh busuk dari awal kebijakan. yang skrg ampun deh,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
WAKAPOLRES ACEH TIMUR HADIRI PANEN RAYA PADI DI MADAT Kegiatan ini mendukung program Asta Cita Presiden Prabowo dalam mewujudkan swasembada pangan nasional.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Permasalahan PENEGAKAN PERATURAN &amp; penegakan hukum thd MAFIA BIROKRASI menjadi PRIORITAS, selanjutnya terhadap ORMAS, bukan sebaliknya agar INVESTASI &amp; IKLIM USAHA KONDUSIF",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Program 3 Juta Rumah jadi solusi relokasi dari banjir berkat dukungan Prabowo,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Sementara Jokowi dia PDIP. Tapi liat program dia jadi Presiden, condong ngikutin kepentingan bisnis. Makanya ga jarang orang PDIP ideologis juga kurang suka. Misalkan kek kebijakan UU CK yaitu juga termasuk rasionalisasi birokrasi insentif pajak itukan kanan banget. Kira2 gitu",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Menciptakan kompetisi itu selama sehat bagus, tp dalam hal pemerintahan apabila para pemangku kebijakan berkompetisi scr politis yg jadi korban itu rakyat",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Itulah kenapa pemerintah selalu memelihara kemiskinan rakyat, biar pas pemilu bisa di sogok beras 5kg",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Amerika mulai menggagas RUU pendidikan blockchain dan Web3 langkah strategis menuju masa depan. Ini jadi sinyal kuat: pendidikan harus adaptif dan relevan dengan perkembangan teknologi. Bagaimana dengan Indonesia? Sudah siap menjawab tantangan era digital ini?,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Aspri itu bukan bagian tim diplomasi, cuma untuk bantu2 remeh-temeh bos nya. Lain hal jubir atau stafsus. Kenapa kesannya Presiden tergantung sekali ke asprinya? Sampai perlu dijemput. Sebuah langkah yg tdk baik, bakal munculkan isu dan spekulasi aneh2.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Prabowo kasih solusi buat kesehatan kita lewat cek gratis, yuk jaga kesehatan bareng",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"banyak aturan &gt; UMKM mengeluh sepi &amp; salahin harga produk impor murah. Efek di buat aturan Penjualan Cross Border di hentikan, efek domino Pendapatan Negara atas impor berkurang dratis. Dari Ebay s/d Amazon tutup pengiriman ke Indonesia. Setelah itu, UMKM masih bilang sepi 🙄",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Orang orang yang menduduki BUMN adalah orang orang yang secara ke cakapan nya tidak nyambung baik kompetensi maupun pendidikan hanya akan membuat BUM merugi catat ini sam sekali tidak peduli terhadap negara ini,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"sembako dan uang 30 rb , sdh habis jadi taik.... pemilihnya hari ini ngunyah taik....",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Ketidakpastian dunia bukan halangan. Pemerintah terus manfaatkan peluang untuk lindungi ekonomi rakyat,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Lebih bagus cepetin Gibran jadi presiden, Insya Allah amanah, bebas dr omon omon, 100 hari rasa kampanye aja",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Maju bersama, sejahtera bersama! Prabowo-Gibran untuk Indonesia yang lebih baik! 🚀",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Dalam masa 100 hari kerja Kabinet Merah Putih, WIKA berhasil selesaikan dan operasikan Sistem Penyediaan Air Minum (SPAM) Regional Jatiluhur",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Halo Simak bersama yuk video rekap 100 Hari Kerja Bersama Kabinet Merah Putih Presiden Prabowo Subianto berikut.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Negara kuat, korupsi lenyap! Pemerintahan Prabowo bergerak cepat menegakkan hukum dan transparansi.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Ekonomi lebih stabil dengan strategi Prabowo: mitra dagang, hilirisasi SDA, dan konsumsi lokal yang lebih kuat",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Naah gini dong Pak ,sesekali kasih masukan juga ke para pejabat pemerintahan walaupun bapak ada di dalamnya juga. Sekarang kan bapak kasih masukkan ke wapres kita, ... biar wapres kita ada Materi juga ketika mengisi di forum2 masalah AI.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"itu si ka dari saya, sklian mengingatkan jg sbg warga negara di negara demokrasi sgt boleh utk berpendapat scr bebas &amp; kritik pemerintahan ttg kebijakan”nya, tp prlu diingat jg utk jgn sampai menghina presiden/wakil presiden yaa.. terimakasih sudah mau baca sampai akhir 🙌🏻",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Penerima KIP Kuliah 2024 985.577 mahasiswa. meliputi penerima baru, lanjutan, dan penerima bantuan biaya pendidikan dg nilai masing 1,4 jt perbelanjaan + UKT 12 jt/semester Hanya sebagian kecil yg tertangkap dan diproses hukum. Konon karena tidak bagi2",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Biasanya kalo orang ngomong, ""Gak usah nyalahin pemerintah. Mau bagaimana pemerintah, kita nyari duit sendiri. Usaha sendiri."" Adalah bentuk propaganda kejam sehingga orang apatis melihat situasi sosial dan ekonomi. Fakta, mungkin orang gak terima kalo dikatain begini.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Mau gimanapun keadaan pemerintahan indonesia sekarang, tolong kalian jangan berhenti berbuat baik ya, dimulai dari keluarga, teman dan sekitar. Setidaknya jika ada kebaikan, disana ada harapan untuk bertahan🤍",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Stimulus Prabowo juara bikin Ramadan sampai Idul Fitri terasa stabil terus,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
100 Hari Kabinet: Empat Kaki Prabowo dan Cawe-cawe Jokowi dalam Pemerint... via,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Jujur waktu Pak SBY mengatasi gejolak krismon jaman pemerintahan tidak pernah menyalahkan siapa². Beliau bertindak untuk penyelamatan perekonomian Indonesia..walau mahasiswa kala itu sering demo. Gue objektif melihat sesuatu karena gue bukan pendukung buta Prabowo,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Akhirnya Pemerintahan Presiden mengakui adanya kesalahan penanganan relokasi warga rempang era Jokowi. 👉 Harusnya bkn sekedar minta maaf, tp jg hrs mengganti kerugian warga. Begitu pun thd warga terdampak proyek PSN PIK2",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Atas nama Tenaga Pendamping Profesional ( TPP) Provinsi Bali, Saya Koordinator Program Provinsi Bali, mengucapkan Selamat Hari Raya Idul Fitri 1446 Hijriah, 31 Maret 2025. Minal Aidin wal Faizin, Mohon Maaf Lahir dan Batin",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"liat dia se gapeduli apa padahal aku ngomong baik2🤣 giliran udah ketauan gini sok2an mau kritik, padahal kalo ga jg dia iya2 aja sama keputusan presiden pilihannya",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Mabok agama bener nih polisi,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kok Dana blm diterima,Otrang transfer dari Permata ke BRI pakai BI FAST saja gak bisa",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Trump Kenakan RI Tarif 32%, Prabowo: Tenang, Kita Akan Berunding dengan Amerika (nf) 🎥: YouTube/Sekretariat Presiden",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Yth Pak Dewan mohon bantuan sangat serius agar suara Dewan adalah suara rakyat, berikan maslahat yang baik amar ma'ruf nahi mungkar, kuatkan independensi suarakan yang benar itu benar, beri ingat yang halal kepada Presiden , Kasiaan beliau..",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Halo, dollar udah tembus 17 ribu tuh, ada solusi dan rencana ga untuk setidaknya membuat nilai dollar terhadap rupiah bisa turun? Makasih bro",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Perang terhadap narkoba dimulai dari ketegasan Prabowo-Gibran! Ayo bergabung dalam gerakan ini!,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Pilih presiden masyarakat gak bisa bedain waktu kampanye janji yg gak logis kok tetep dipilih,ket cina pula 1. danantara pengawas orang cina adli 2. Pabrik textil dr cina sudah datengin lbp untuk minta lahan di kasih gratis di kertajati 3. Pabrik nikel 75% dikuasai cina Ancur..",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Regulasi pemerintah kedepan nya akan ketat bang , komunitas ini udah 5 tahun dari dulu sampai sekarang kripto ter regulasi , sejak banyak yang lose di manta , ojk dan pemerintah ada hal yang memperketat peraturan influencer mempromosikan asset kripto",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Program 3 Juta Rumah Prabowo solusi relokasi hunian dari banjir, membawa rasa aman bagi yang terdampak",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Ada 8 Pengusaha Besar Indonesia bertemu dengan Presiden Prabowo diantara nya adalah Kong Guan, Boy Thahir dan Tommy Winata mrk adalah pengusaha² yg kebal hukum !",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"I have some kind of analisis gembel terkait komunikasi pemerintahan periode ini, tapi gua biarkan bandul politiknya bergerak dulu aja. Kalo ga bergerak karena komunikasi yang ancur, gua gak tau lagi how messed up internally kabinet big tent saat ini.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"10 menteri paling disorot publik dalam 100 hari kerja kabinet Prabowo, termasuk Erick Thohir",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kemarin Jukie difitnah mengirim utusan minta 3 periode. Jukie diam. Sekarang, Jukie dituduh akan mengkudeta Prabowo setelah melalui PSI dgn menunggangi mahasiswa demo RUU TNI . Jukie mingkem.. Seharusnya Jukie alias Mulyono alias Mukidi melaporkan tuduhan itu. Kenapa tidak ..??",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
INDEX POLITICA: 87% PUBLIK PUAS DENGAN KINERJA KABINET PRABOWO-GIBRAN DALAM 100 HARI,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Pak jangan anggap rakyat yang kritis terhadap kinerja Bpk Presiden menghakimi, rakyat sudah memberikan kesempatan kpd beliau utk bekerja dg harapan bs lbh tegas lg trhdap para koruptor, sejahterakan rakyat dan adil dlm penerapan hukum.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kolaborasi hangat Prabowo dan pengusaha, dorong pertumbuhan usaha mikro dan makro",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Presiden Prabowo bertekad memberantas korupsi demi menciptakan pemerintahan yang bersih dan transparan.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Pak presiden perkataan anda kontradiktif sekali! satu sisi kamu menolak untuk diusulkan tahun 2029 karena baru 100 hari kerja, disisi lain kamu mengajak kim plus untuk berkoalisi permanen! 🤔 Sehat pak Semoga cepat membaiklah pak!.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Turun sekarang saja pak prabowojd presiden,100 hari kerja sdh gagal.rakyat tertipu dgn omon omon dan kabinet korupsi",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Kita coba lihat bagaimana BI dan team ekonomi bekerja mengatasi ini,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Pemerintah (terutama presiden) butuh suara rakyat klo lagi pemilu aja, coba sekarang, dengerin sekali aja gamau. DASAR PRESIDEN GOBLOKK PEMERINTAHAN TOLOL PLS BUBAR NEGARA INI BUBAR AJA KLO UDAH RUSAK SEMUANYA",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Hukum harus memberikan keadilan,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kita sepakat soal Palestina, senada dengan kebijakan pemerintahan SBY selama 10 tahun berhasil mengawal dukungan penuh terhadap kemerdekaan Palestina. 👍 Jujurly, pasca reformasi belum pernah ada pemerintahan sesukses kepemimpinan SBY.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Saya hanya berharap agar Ketua KADIN yang ditugasi Prabowo untuk bernegosiasi akan tidak mengalah untuk menjual bahan mentah ke Amerika. Proses bahan mentah hrs dilakukan di dalam negeri, sehingga nilai tambah SDA harus dinikmati oleh bangsa Indonesia, bukan oleh bangsa Amerika",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"SELAGI PUNYA PRESIDEN DI REMOTE SUSAH ADA KEMAJUAN, KERJA BARU 100 HARI BLM ADA TANDA TANDA EKONOMI MEMBAIKMALAH MINTA JADI PREDIDEN 2029. 🤦🤦",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Apakah menteri perdagangan tidak tau? Atsu pura² tdk hingga menteri pertsnisn yg turun tangan menyidak. Ini perlu atensi psk presiden utk mempertimbangkan menteri perdagangan. Dan tentu ini sdh berlangsung lama. Ayo bongkar...!!!,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Menurut Wakil Direktur Jenderal pada Pusat Pemerintahan Digital, Kementerian Teknologi dan Komunikasi Republik Demokratik Rakyat aplikasi Gov-X diluncurkan untuk mengintegrasikan sehingga tidak lagi terfragmentasi. 📱 Baca lebih:",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kini ada solusi ampuh untuk hunian rawan banjir, Program 3 Juta Rumah Prabowo",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Presiden Prabowo Datang Ke Desa Buni Bakti Babelan tinjau Warga Terdampak Banjir, Masyarakat Sangat Terharu Dengan Kedatangan Presiden RI",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Presiden Prabowo Subianto mengajak para pengusaha nasional untuk membuka lebih banyak lapangan pekerjaan bagi masyarakat dan membantu mengentaskan kemiskinan di Indonesia.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Pak terhormat. Perang tarif gak ada hubungannya sama berdikari-berdikarian. China, AS, Jepang aja masih impor kok. Iiiiih bapak apa gak diajarin sama menterinya soal ekonomi internasional? gemes banget dah. Cth: kedelai kita dari AS bukan karena kita g bisa nanem pak 😭",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kabinetnya gemuk , buat nampung buzer dan pendukungnya. Apa hasil dari kabinet dan utusan2 itu 100 hari? Ndak ada🤣🤣🤣",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Sebagai aparatur negara bekerja bukan atas nama pribadi tapi atas nama negara ! Keberhasilan kami keberhasilan warga negara bukan hanya kepala negara itulah kekeliruan selama inih. Mereka menganggap kepala pemerintahan sebagai orang dapat menyelesaikan semua masalah kenegaraan.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Survei 100 Hari Kerja Kabinet Merah Putih, Publik Nilai Mendes PDT Sukses Bangun Desa.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
100 hari pertama Kabinet Merah Putih telah berjalan. Sejumlah kebijakan strategis demi mewujudkan Asta Cita telah ditetapkan.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Pak negeri ini bahkan sampai diliput oleh media luar. Apakah bapak tidak khawatir dg pandangan negara lain terhadap negeri ini khususnya kepemimpinan Bapak?,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Strategi ekonomi Prabowo: gandeng lebih banyak mitra dagang dan fokus pada hilirisasi SDA serta konsumsi domestik,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Dituker makan siang gratis kayaknya, karena program MBG sangat superior",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Aparat hukum seharusnya bertindak, tak harus Presiden instruksi kan bro karena itu kewajibannya",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Prabowo buat gebrakan ekonomi, optimalkan mitra dagang dan SDA untuk perkuat konsumsi lokal hadapi tantangan",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"- Halo Genap 100 hari kerja Menteri ATR/Kepala BPN, Nusron Wahid bersama Wakil Menteri ATR/Wakil Kepala BPN, Ossy Dermawan setelah dilantik dalam Kabinet Merah Putih oleh Presiden Prabowo Subianto.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
POLISI APA SEDANG BAIK BAIK SJ? KLU RAKYAT GA PERCAYA HUKUM GA PERCAYA PEMERINTAH SUSAH CARI MAKAN BISA CHAOS HUKUM RIMBA,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Gebrakan ekonomi baru Prabowo: fokus pada perluasan mitra dagang, hilirisasi SDA, dan konsumsi domestik",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Beginikah cerminan pemerintahan RI menanggapi aksi teror atas kebebasan pers ? kepala komunikasi presiden tak mampu mengkomukasikan atas apa yg terjadi atas warganya Boleh ku bertanya, masihkah dikepala ada isi otaknya ??",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Sebelum terbunuh, Munir mengkritik keras kebijakan Darurat Militer yg diterapkan di Aceh oleh Presiden Megawati yg saat itu berkuasa.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Seorang presiden disetiap pidato isinya kalau gak bikin janji macam kampanye, ya curhat, kalau gak curhat ya teriakin ""hidup Jokowi"" yang diiringi sorak Sorai penonton. Salah ? Tidak, justru inilah sosok pemimpin yang di banggakan oleh rakyat. Ndasmu!",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Doesn’t matter for PrabS Dia sdh m’hamba Diraja Mul Orang yg sdh total support dia jd Ri1 Dg akal2i UU/pmilu/kpu/mk/bnsos &amp; PrabS + Pu2Pa2 naik Hidup Mul/kelg/circle [incl Buang jauh2 MALU/ADAB Sak karepmu, ini negara moyang klean!",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Makanya instead of normalisasi “jual buku KW buat bertahan hidup”, how about “gimana supaya bisa bertahan hidup tanpa harus jual buku KW dan menyakiti banyak pihak”? Ya naikin taraf hidup. Berantas kemiskinan. Tapi kan lagi-lagi itu butuh campur tangan PEMERINTAH.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Pemerintah terus bergerak maju—dari menjaga kestabilan ekonomi, menurunkan harga pangan, hingga mendorong pembangunan infrastruktur di berbagai daerah.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
RUU Perampasan Aset kuncinya ada di presiden Prabowo bukan yg lain. Sekarang koalisi KIM plus menguasai 84% kursi di DPR. Ketua umum partai dijadikan pembantunya sbg Menko/Menteri. Mau alasan apa lagi? Mau bilang PDIP yg menghalangi? Di voting aja mereka pasti keok kok.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Melalui Perpres No. 12/2025, Presiden Prabowo tetapkan 77 proyek stranas. 29 mrp proyek baru &amp; 48 lainnya melanjutkan proyek pemerintah sebelumnya. Diantara 77 proyek stranas itu, ada program makan siang bergizi gratis, pengembangan food estate, &amp; pembangunan IKN. Demo ngga' ?",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Dalam beberapa waktu terakhir, pernyataan para pejabat publik bahkan Presiden seolah tidak berempati kepada masyarakat dan kritik yang disampaikan. Para pejabat cenderung melakukan praktik yang bertentangan dengan prinsip demokrasi. Melalui pernyataan-pernyataannya, pemerintah dinilai tidak lagi mendengarkan kritik rakyat dan melindungi kebebebasan berbicara.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Bolehkan saya tanya? RUU Perampasan Aset kapan jadi Aturan? Efektif itu. Sita dan miskinkan serta dilarang berpolitik dan kerja. Kerja pun gak bisa di pemerintahan. Minimal swasta. Masa kalah sama china.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Salah satu ciri manusia cinta dunia adalah panjang angan-angan. Umur sudah senja tapi syahwat politik sngt besar. Baru njabat presiden 100 hari sj (dan tidak menghasilkan apa2),- sudah mikirin periode ke-2. Subhanalloh",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kata kata Plered dikhawatirkan akan memicu kegaduhan. Hukum harus bertindak cepat, jika ada dugaan tindak pidana yg telah dilakukan plered",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Prabowo siap menghadapi tarif impor lewat perluasan mitra dagang dan hilirisasi SDA serta konsumsi domestik yang lebih baik,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Hai , apakah menurut mu Megawati mempunyai peran dalam pemberhentian Gusdur sebagai presiden Indonesia",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
3. Sampai pada puncaknya presiden memiliki chip yang dirancang sesuai janji kampanye dan kewajibannya. Jika ada yang melenceng atau tidak sesuai target pada setiap hirarkinya akan muncul notifikasi yang dapay diakses seluruh rakyat indonesia.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Jawabannya adalah ""hilirisasi."". kalau dia bilang coba tanya prabowo... maka jawaban prabowo adalah ""makan bergizi gratis"" Kalau mereka gak bisa jawab ""Jogetin aja"" 😂😂",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Minta bantuan aguan cs untuk borong saham,sapa tahu bisa naik dikit minimal enggak amblas lebih dalam",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Mendes Yandri Susanto masuk dalam jajaran Menteri dengan Kinerja Mengkilap,mengenai Refleksi Asta Cita dan Evaluasi Kepuasan Publik Terhadap Kinerja 100 Hari Kabinet Merah Putih",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Tiba2 muncul Abu Janda dan wawancara Prabowo. Ini mau mengalihkan isu JUDOL....,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"GAK JADI PRESIDEN NGELUH MULU, SEKARANG BARU JADI PRESIDEN 100+ HARI NGELUHNYA MAKIN MAKIN. EMANG EYANG EYANG BAIKNYA ISTIRAHAT AJA DEH, GAK USAH NGURUSIN NEGARA. BETTER KONSUL KE PSIKOLOG DEH LU, WO!",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Menerima aksi damai mahasiswa yang menyuarakan aspirasi terkait kebijakan dan kepemimpinan Presiden Prabowo dan Wakil Presiden Gibran dalam 100 hari pertama pemerintahan. Suara generasi muda menjadi bagian penting dalam membentuk arah bangsa.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Program Makan Gratis aja gagal ga mengakuinya. Harus menerima kenyataan tidak usah sok jago. Biar pasar tahu arah kebijakan pemerintahan skrg.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"hai marahin si sama dong... ga pecus ngelola kabinet, terutama isu sampah dan pelestarian lingkungan.. pakai bahasa apa saja boleh",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
100 hari pertama Kabinet Merah Putih telah berjalan. Sejumlah kebijakan strategis demi mewujudkan Asta Cita telah ditetapkan.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Apa ga ada wadah untuk komunikasi internal ya di pemerintahan ini? Teguran nya di sampein di sosmed pribadi gitu. Udah kayak konten kreator aja.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Kebijakan Prabowo sajikan stimulus ekonomi buat Ramadan lebih berwarna,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Ya Allah pemerintahan zolim banget sampe anak kecil ga bisa makan nugget karena keluarga nya cuma dapet gaji kecil😭,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Ini tidak rombongan pembantu² finalish OCCRP pada berlanjut di pemerintahannya, hanya karna modal bantuan dr finalis OCCRPlah makanya gk bs menghabisi kabinet finalis OCCRP",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Pidato 100 hari kabinet kebun binatang hanya omon omon, kalau Bahlil, Zulhas, Airlangga dan Listyo gak di pecat!",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Para pejabat Pemerintah AS mengatakan bahwa mereka tidak akan memprioritaskan negosiasi dengan Tiongkok, kekuatan ekonomi nomor dua di dunia. *Disclaimer On",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Ekonomi stabil selama Ramadan hingga Idul Fitri, terima kasih stimulus keren dari Prabowo",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
mencela? Akun Kristen? Maksudnya apa? Ditunjukin mencela di bagian mananya. Jangan² nggak tau arti kata mencela.,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
"Kabinet nya aja yg ikut retret tempo hari, 100 hari kerja Skrg malah dapet raport bhkn rakyat sampe kepikiran Artinya apa ? Retret buang2 anggaran sj &amp; ga ada hasil tercermin dri kinerja 100 kabinet MP.",social_media_comment,KidzRizal/twitter-sentiment-analysis,human
Agak kontradiktif sebenernya sama statement presiden di awal wawancara ini katanya dia dan tim dapet waktu sekitar 6 bulan untuk transisi jadi bisa langsung kerja. Sementara pas blunder Kepala PCO dibilang karena background bukan pemerintahan jadi kurang cepat menyesuaikan 👀,social_media_comment,KidzRizal/twitter-sentiment-analysis,human
