object_id,text,text_type,label,ai_model
sosmed_65a560cd,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_65a560cd],social_media_comment,1,Gemini
sosmed_dd44c003,Program 3 Juta Rumah jadi solusi relokasi dari banjir berkat dukungan Prabowo,social_media_comment,0,human
sosmed_dd44c003,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_dd44c003],social_media_comment,1,ChatGPT
sosmed_dd44c003,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_dd44c003],social_media_comment,1,Claude
sosmed_dd44c003,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_dd44c003],social_media_comment,1,Gemini
sosmed_b0c01ea6,"Sementara Jokowi dia PDIP. Tapi liat program dia jadi Presiden, condong ngikutin kepentingan bisnis. Makanya ga jarang orang PDIP ideologis juga kurang suka. Misalkan kek kebijakan UU CK yaitu juga termasuk rasionalisasi birokrasi insentif pajak itukan kanan banget. Kira2 gitu",social_media_comment,0,human
sosmed_b0c01ea6,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_b0c01ea6],social_media_comment,1,ChatGPT
sosmed_b0c01ea6,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_b0c01ea6],social_media_comment,1,Claude
sosmed_b0c01ea6,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_b0c01ea6],social_media_comment,1,Gemini
sosmed_b16cb80b,"Menciptakan kompetisi itu selama sehat bagus, tp dalam hal pemerintahan apabila para pemangku kebijakan berkompetisi scr politis yg jadi korban itu rakyat",social_media_comment,0,human
sosmed_b16cb80b,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_b16cb80b],social_media_comment,1,ChatGPT
sosmed_b16cb80b,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_b16cb80b],social_media_comment,1,Claude
sosmed_b16cb80b,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_b16cb80b],social_media_comment,1,Gemini
sosmed_e5d36868,"Itulah kenapa pemerintah selalu memelihara kemiskinan rakyat, biar pas pemilu bisa di sogok beras 5kg",social_media_comment,0,human
sosmed_e5d36868,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_e5d36868],social_media_comment,1,ChatGPT
sosmed_e5d36868,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_e5d36868],social_media_comment,1,Claude
sosmed_e5d36868,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_e5d36868],social_media_comment,1,Gemini
sosmed_c2bc651e,Amerika mulai menggagas RUU pendidikan blockchain dan Web3 langkah strategis menuju masa depan. Ini jadi sinyal kuat: pendidikan harus adaptif dan relevan dengan perkembangan teknologi. Bagaimana dengan Indonesia? Sudah siap menjawab tantangan era digital ini?,social_media_comment,0,human
sosmed_c2bc651e,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_c2bc651e],social_media_comment,1,ChatGPT
sosmed_c2bc651e,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_c2bc651e],social_media_comment,1,Claude
sosmed_c2bc651e,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_c2bc651e],social_media_comment,1,Gemini
sosmed_b7c13001,"Aspri itu bukan bagian tim diplomasi, cuma untuk bantu2 remeh-temeh bos nya. Lain hal jubir atau stafsus. Kenapa kesannya Presiden tergantung sekali ke asprinya? Sampai perlu dijemput. Sebuah langkah yg tdk baik, bakal munculkan isu dan spekulasi aneh2.",social_media_comment,0,human
sosmed_b7c13001,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_b7c13001],social_media_comment,1,ChatGPT
sosmed_b7c13001,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_b7c13001],social_media_comment,1,Claude
sosmed_b7c13001,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_b7c13001],social_media_comment,1,Gemini
sosmed_34b03af9,"Prabowo kasih solusi buat kesehatan kita lewat cek gratis, yuk jaga kesehatan bareng",social_media_comment,0,human
sosmed_34b03af9,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_34b03af9],social_media_comment,1,ChatGPT
sosmed_34b03af9,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_34b03af9],social_media_comment,1,Claude
sosmed_34b03af9,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_34b03af9],social_media_comment,1,Gemini
sosmed_2396fead,"banyak aturan &gt; UMKM mengeluh sepi &amp; salahin harga produk impor murah. Efek di buat aturan Penjualan Cross Border di hentikan, efek domino Pendapatan Negara atas impor berkurang dratis. Dari Ebay s/d Amazon tutup pengiriman ke Indonesia. Setelah itu, UMKM masih bilang sepi 🙄",social_media_comment,0,human
sosmed_2396fead,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_2396fead],social_media_comment,1,ChatGPT
sosmed_2396fead,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_2396fead],social_media_comment,1,Claude
sosmed_2396fead,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_2396fead],social_media_comment,1,Gemini
sosmed_7b5fb778,Orang orang yang menduduki BUMN adalah orang orang yang secara ke cakapan nya tidak nyambung baik kompetensi maupun pendidikan hanya akan membuat BUM merugi catat ini sam sekali tidak peduli terhadap negara ini,social_media_comment,0,human
sosmed_7b5fb778,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_7b5fb778],social_media_comment,1,ChatGPT
sosmed_7b5fb778,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_7b5fb778],social_media_comment,1,Claude
sosmed_7b5fb778,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_7b5fb778],social_media_comment,1,Gemini
sosmed_e63f8517,"sembako dan uang 30 rb , sdh habis jadi taik.... pemilihnya hari ini ngunyah taik....",social_media_comment,0,human
sosmed_e63f8517,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_e63f8517],social_media_comment,1,ChatGPT
sosmed_e63f8517,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_e63f8517],social_media_comment,1,Claude
sosmed_e63f8517,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_e63f8517],social_media_comment,1,Gemini
sosmed_4bf95f26,Ketidakpastian dunia bukan halangan. Pemerintah terus manfaatkan peluang untuk lindungi ekonomi rakyat,social_media_comment,0,human
sosmed_4bf95f26,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_4bf95f26],social_media_comment,1,ChatGPT
sosmed_4bf95f26,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_4bf95f26],social_media_comment,1,Claude
sosmed_4bf95f26,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_4bf95f26],social_media_comment,1,Gemini
sosmed_421f28bc,"Lebih bagus cepetin Gibran jadi presiden, Insya Allah amanah, bebas dr omon omon, 100 hari rasa kampanye aja",social_media_comment,0,human
sosmed_421f28bc,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_421f28bc],social_media_comment,1,ChatGPT
sosmed_421f28bc,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_421f28bc],social_media_comment,1,Claude
sosmed_421f28bc,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_421f28bc],social_media_comment,1,Gemini
sosmed_c4d85fba,"Maju bersama, sejahtera bersama! Prabowo-Gibran untuk Indonesia yang lebih baik! 🚀",social_media_comment,0,human
sosmed_c4d85fba,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_c4d85fba],social_media_comment,1,ChatGPT
sosmed_c4d85fba,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_c4d85fba],social_media_comment,1,Claude
sosmed_c4d85fba,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_c4d85fba],social_media_comment,1,Gemini
sosmed_39f4f853,"Dalam masa 100 hari kerja Kabinet Merah Putih, WIKA berhasil selesaikan dan operasikan Sistem Penyediaan Air Minum (SPAM) Regional Jatiluhur",social_media_comment,0,human
sosmed_39f4f853,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_39f4f853],social_media_comment,1,ChatGPT
sosmed_39f4f853,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_39f4f853],social_media_comment,1,Claude
sosmed_39f4f853,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_39f4f853],social_media_comment,1,Gemini
sosmed_f27858e0,Halo Simak bersama yuk video rekap 100 Hari Kerja Bersama Kabinet Merah Putih Presiden Prabowo Subianto berikut.,social_media_comment,0,human
sosmed_f27858e0,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_f27858e0],social_media_comment,1,ChatGPT
sosmed_f27858e0,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_f27858e0],social_media_comment,1,Claude
sosmed_f27858e0,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_f27858e0],social_media_comment,1,Gemini
sosmed_bd11037e,"Negara kuat, korupsi lenyap! Pemerintahan Prabowo bergerak cepat menegakkan hukum dan transparansi.",social_media_comment,0,human
sosmed_bd11037e,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_bd11037e],social_media_comment,1,ChatGPT
sosmed_bd11037e,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_bd11037e],social_media_comment,1,Claude
sosmed_bd11037e,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_bd11037e],social_media_comment,1,Gemini
sosmed_00d10fc0,"Ekonomi lebih stabil dengan strategi Prabowo: mitra dagang, hilirisasi SDA, dan konsumsi lokal yang lebih kuat",social_media_comment,0,human
sosmed_00d10fc0,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_00d10fc0],social_media_comment,1,ChatGPT
sosmed_00d10fc0,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_00d10fc0],social_media_comment,1,Claude
sosmed_00d10fc0,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_00d10fc0],social_media_comment,1,Gemini
sosmed_825074d8,"Naah gini dong Pak ,sesekali kasih masukan juga ke para pejabat pemerintahan walaupun bapak ada di dalamnya juga. Sekarang kan bapak kasih masukkan ke wapres kita, ... biar wapres kita ada Materi juga ketika mengisi di forum2 masalah AI.",social_media_comment,0,human
sosmed_825074d8,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_825074d8],social_media_comment,1,ChatGPT
sosmed_825074d8,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_825074d8],social_media_comment,1,Claude
sosmed_825074d8,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_825074d8],social_media_comment,1,Gemini
sosmed_5a76256b,"itu si ka dari saya, sklian mengingatkan jg sbg warga negara di negara demokrasi sgt boleh utk berpendapat scr bebas &amp; kritik pemerintahan ttg kebijakan”nya, tp prlu diingat jg utk jgn sampai menghina presiden/wakil presiden yaa.. terimakasih sudah mau baca sampai akhir 🙌🏻",social_media_comment,0,human
sosmed_5a76256b,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_5a76256b],social_media_comment,1,ChatGPT
sosmed_5a76256b,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_5a76256b],social_media_comment,1,Claude
sosmed_5a76256b,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_5a76256b],social_media_comment,1,Gemini
sosmed_5e3ae210,"Penerima KIP Kuliah 2024 985.577 mahasiswa. meliputi penerima baru, lanjutan, dan penerima bantuan biaya pendidikan dg nilai masing 1,4 jt perbelanjaan + UKT 12 jt/semester Hanya sebagian kecil yg tertangkap dan diproses hukum. Konon karena tidak bagi2",social_media_comment,0,human
sosmed_5e3ae210,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_5e3ae210],social_media_comment,1,ChatGPT
sosmed_5e3ae210,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_5e3ae210],social_media_comment,1,Claude
sosmed_5e3ae210,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_5e3ae210],social_media_comment,1,Gemini
sosmed_5790397d,100 Hari Kabinet Merah Putih Simak selengkapnya di,social_media_comment,0,human
sosmed_5790397d,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_5790397d],social_media_comment,1,ChatGPT
sosmed_5790397d,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_5790397d],social_media_comment,1,Claude
sosmed_5790397d,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_5790397d],social_media_comment,1,Gemini
sosmed_d4b32d01,"Biasanya kalo orang ngomong, ""Gak usah nyalahin pemerintah. Mau bagaimana pemerintah, kita nyari duit sendiri. Usaha sendiri."" Adalah bentuk propaganda kejam sehingga orang apatis melihat situasi sosial dan ekonomi. Fakta, mungkin orang gak terima kalo dikatain begini.",social_media_comment,0,human
sosmed_d4b32d01,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_d4b32d01],social_media_comment,1,ChatGPT
sosmed_d4b32d01,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_d4b32d01],social_media_comment,1,Claude
sosmed_d4b32d01,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_d4b32d01],social_media_comment,1,Gemini
sosmed_b22b785f,"Mau gimanapun keadaan pemerintahan indonesia sekarang, tolong kalian jangan berhenti berbuat baik ya, dimulai dari keluarga, teman dan sekitar. Setidaknya jika ada kebaikan, disana ada harapan untuk bertahan🤍",social_media_comment,0,human
sosmed_b22b785f,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_b22b785f],social_media_comment,1,ChatGPT
sosmed_b22b785f,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_b22b785f],social_media_comment,1,Claude
sosmed_b22b785f,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_b22b785f],social_media_comment,1,Gemini
sosmed_0942d8ef,Stimulus Prabowo juara bikin Ramadan sampai Idul Fitri terasa stabil terus,social_media_comment,0,human
sosmed_0942d8ef,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_0942d8ef],social_media_comment,1,ChatGPT
sosmed_0942d8ef,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_0942d8ef],social_media_comment,1,Claude
sosmed_0942d8ef,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_0942d8ef],social_media_comment,1,Gemini
sosmed_8318b540,Survei LPI: masyarakat merasa puasa dengan pemerintahan prabowo,social_media_comment,0,human
sosmed_8318b540,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_8318b540],social_media_comment,1,ChatGPT
sosmed_8318b540,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_8318b540],social_media_comment,1,Claude
sosmed_8318b540,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_8318b540],social_media_comment,1,Gemini
sosmed_4df7437e,100 Hari Kabinet: Empat Kaki Prabowo dan Cawe-cawe Jokowi dalam Pemerint... via,social_media_comment,0,human
sosmed_4df7437e,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_4df7437e],social_media_comment,1,ChatGPT
sosmed_4df7437e,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_4df7437e],social_media_comment,1,Claude
sosmed_4df7437e,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_4df7437e],social_media_comment,1,Gemini
sosmed_479afd3a,Jujur waktu Pak SBY mengatasi gejolak krismon jaman pemerintahan tidak pernah menyalahkan siapa². Beliau bertindak untuk penyelamatan perekonomian Indonesia..walau mahasiswa kala itu sering demo. Gue objektif melihat sesuatu karena gue bukan pendukung buta Prabowo,social_media_comment,0,human
sosmed_479afd3a,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_479afd3a],social_media_comment,1,ChatGPT
sosmed_479afd3a,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_479afd3a],social_media_comment,1,Claude
sosmed_479afd3a,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_479afd3a],social_media_comment,1,Gemini
sosmed_dd695345,"Akhirnya Pemerintahan Presiden mengakui adanya kesalahan penanganan relokasi warga rempang era Jokowi. 👉 Harusnya bkn sekedar minta maaf, tp jg hrs mengganti kerugian warga. Begitu pun thd warga terdampak proyek PSN PIK2",social_media_comment,0,human
sosmed_dd695345,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_dd695345],social_media_comment,1,ChatGPT
sosmed_dd695345,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_dd695345],social_media_comment,1,Claude
sosmed_dd695345,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_dd695345],social_media_comment,1,Gemini
sosmed_2791a17f,"Atas nama Tenaga Pendamping Profesional ( TPP) Provinsi Bali, Saya Koordinator Program Provinsi Bali, mengucapkan Selamat Hari Raya Idul Fitri 1446 Hijriah, 31 Maret 2025. Minal Aidin wal Faizin, Mohon Maaf Lahir dan Batin",social_media_comment,0,human
sosmed_2791a17f,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_2791a17f],social_media_comment,1,ChatGPT
sosmed_2791a17f,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_2791a17f],social_media_comment,1,Claude
sosmed_2791a17f,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_2791a17f],social_media_comment,1,Gemini
sosmed_6ac77001,"liat dia se gapeduli apa padahal aku ngomong baik2🤣 giliran udah ketauan gini sok2an mau kritik, padahal kalo ga jg dia iya2 aja sama keputusan presiden pilihannya",social_media_comment,0,human
sosmed_6ac77001,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_6ac77001],social_media_comment,1,ChatGPT
sosmed_6ac77001,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_6ac77001],social_media_comment,1,Claude
sosmed_6ac77001,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_6ac77001],social_media_comment,1,Gemini
sosmed_47810c76,Mabok agama bener nih polisi,social_media_comment,0,human
sosmed_47810c76,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_47810c76],social_media_comment,1,ChatGPT
sosmed_47810c76,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_47810c76],social_media_comment,1,Claude
sosmed_47810c76,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_47810c76],social_media_comment,1,Gemini
sosmed_fadab702,"Kok Dana blm diterima,Otrang transfer dari Permata ke BRI pakai BI FAST saja gak bisa",social_media_comment,0,human
sosmed_fadab702,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_fadab702],social_media_comment,1,ChatGPT
sosmed_fadab702,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_fadab702],social_media_comment,1,Claude
sosmed_fadab702,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_fadab702],social_media_comment,1,Gemini
sosmed_3a2fd784,"Trump Kenakan RI Tarif 32%, Prabowo: Tenang, Kita Akan Berunding dengan Amerika (nf) 🎥: YouTube/Sekretariat Presiden",social_media_comment,0,human
sosmed_3a2fd784,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_3a2fd784],social_media_comment,1,ChatGPT
sosmed_3a2fd784,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_3a2fd784],social_media_comment,1,Claude
sosmed_3a2fd784,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_3a2fd784],social_media_comment,1,Gemini
sosmed_a3888200,"Yth Pak Dewan mohon bantuan sangat serius agar suara Dewan adalah suara rakyat, berikan maslahat yang baik amar ma'ruf nahi mungkar, kuatkan independensi suarakan yang benar itu benar, beri ingat yang halal kepada Presiden , Kasiaan beliau..",social_media_comment,0,human
sosmed_a3888200,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_a3888200],social_media_comment,1,ChatGPT
sosmed_a3888200,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_a3888200],social_media_comment,1,Claude
sosmed_a3888200,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_a3888200],social_media_comment,1,Gemini
sosmed_e0c7c952,"Halo, dollar udah tembus 17 ribu tuh, ada solusi dan rencana ga untuk setidaknya membuat nilai dollar terhadap rupiah bisa turun? Makasih bro",social_media_comment,0,human
sosmed_e0c7c952,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_e0c7c952],social_media_comment,1,ChatGPT
sosmed_e0c7c952,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_e0c7c952],social_media_comment,1,Claude
sosmed_e0c7c952,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_e0c7c952],social_media_comment,1,Gemini
sosmed_e7731b7d,Perang terhadap narkoba dimulai dari ketegasan Prabowo-Gibran! Ayo bergabung dalam gerakan ini!,social_media_comment,0,human
sosmed_e7731b7d,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_e7731b7d],social_media_comment,1,ChatGPT
sosmed_e7731b7d,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_e7731b7d],social_media_comment,1,Claude
sosmed_e7731b7d,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_e7731b7d],social_media_comment,1,Gemini
sosmed_5947f30f,"Pilih presiden masyarakat gak bisa bedain waktu kampanye janji yg gak logis kok tetep dipilih,ket cina pula 1. danantara pengawas orang cina adli 2. Pabrik textil dr cina sudah datengin lbp untuk minta lahan di kasih gratis di kertajati 3. Pabrik nikel 75% dikuasai cina Ancur..",social_media_comment,0,human
sosmed_5947f30f,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_5947f30f],social_media_comment,1,ChatGPT
sosmed_5947f30f,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_5947f30f],social_media_comment,1,Claude
sosmed_5947f30f,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_5947f30f],social_media_comment,1,Gemini
sosmed_d78e69c7,"Regulasi pemerintah kedepan nya akan ketat bang , komunitas ini udah 5 tahun dari dulu sampai sekarang kripto ter regulasi , sejak banyak yang lose di manta , ojk dan pemerintah ada hal yang memperketat peraturan influencer mempromosikan asset kripto",social_media_comment,0,human
sosmed_d78e69c7,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_d78e69c7],social_media_comment,1,ChatGPT
sosmed_d78e69c7,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_d78e69c7],social_media_comment,1,Claude
sosmed_d78e69c7,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_d78e69c7],social_media_comment,1,Gemini
sosmed_c569eced,"Program 3 Juta Rumah Prabowo solusi relokasi hunian dari banjir, membawa rasa aman bagi yang terdampak",social_media_comment,0,human
sosmed_c569eced,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_c569eced],social_media_comment,1,ChatGPT
sosmed_c569eced,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_c569eced],social_media_comment,1,Claude
sosmed_c569eced,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_c569eced],social_media_comment,1,Gemini
sosmed_f0a5e411,"Ada 8 Pengusaha Besar Indonesia bertemu dengan Presiden Prabowo diantara nya adalah Kong Guan, Boy Thahir dan Tommy Winata mrk adalah pengusaha² yg kebal hukum !",social_media_comment,0,human
sosmed_f0a5e411,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_f0a5e411],social_media_comment,1,ChatGPT
sosmed_f0a5e411,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_f0a5e411],social_media_comment,1,Claude
sosmed_f0a5e411,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_f0a5e411],social_media_comment,1,Gemini
sosmed_1367b9aa,"I have some kind of analisis gembel terkait komunikasi pemerintahan periode ini, tapi gua biarkan bandul politiknya bergerak dulu aja. Kalo ga bergerak karena komunikasi yang ancur, gua gak tau lagi how messed up internally kabinet big tent saat ini.",social_media_comment,0,human
sosmed_1367b9aa,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_1367b9aa],social_media_comment,1,ChatGPT
sosmed_1367b9aa,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_1367b9aa],social_media_comment,1,Claude
sosmed_1367b9aa,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_1367b9aa],social_media_comment,1,Gemini
sosmed_062f2eca,"10 menteri paling disorot publik dalam 100 hari kerja kabinet Prabowo, termasuk Erick Thohir",social_media_comment,0,human
sosmed_062f2eca,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_062f2eca],social_media_comment,1,ChatGPT
sosmed_062f2eca,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_062f2eca],social_media_comment,1,Claude
sosmed_062f2eca,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_062f2eca],social_media_comment,1,Gemini
sosmed_acd9ab20,"Kemarin Jukie difitnah mengirim utusan minta 3 periode. Jukie diam. Sekarang, Jukie dituduh akan mengkudeta Prabowo setelah melalui PSI dgn menunggangi mahasiswa demo RUU TNI . Jukie mingkem.. Seharusnya Jukie alias Mulyono alias Mukidi melaporkan tuduhan itu. Kenapa tidak ..??",social_media_comment,0,human
sosmed_acd9ab20,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_acd9ab20],social_media_comment,1,ChatGPT
sosmed_acd9ab20,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_acd9ab20],social_media_comment,1,Claude
sosmed_acd9ab20,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_acd9ab20],social_media_comment,1,Gemini
sosmed_ab772413,INDEX POLITICA: 87% PUBLIK PUAS DENGAN KINERJA KABINET PRABOWO-GIBRAN DALAM 100 HARI,social_media_comment,0,human
sosmed_ab772413,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_ab772413],social_media_comment,1,ChatGPT
sosmed_ab772413,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_ab772413],social_media_comment,1,Claude
sosmed_ab772413,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_ab772413],social_media_comment,1,Gemini
sosmed_e7108176,"Pak jangan anggap rakyat yang kritis terhadap kinerja Bpk Presiden menghakimi, rakyat sudah memberikan kesempatan kpd beliau utk bekerja dg harapan bs lbh tegas lg trhdap para koruptor, sejahterakan rakyat dan adil dlm penerapan hukum.",social_media_comment,0,human
sosmed_e7108176,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_e7108176],social_media_comment,1,ChatGPT
sosmed_e7108176,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_e7108176],social_media_comment,1,Claude
sosmed_e7108176,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_e7108176],social_media_comment,1,Gemini
sosmed_2be697ca,"Kolaborasi hangat Prabowo dan pengusaha, dorong pertumbuhan usaha mikro dan makro",social_media_comment,0,human
sosmed_2be697ca,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_2be697ca],social_media_comment,1,ChatGPT
sosmed_2be697ca,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_2be697ca],social_media_comment,1,Claude
sosmed_2be697ca,[Hasil Tweet REWRITE oleh Gemini dari teks asli sosmed_2be697ca],social_media_comment,1,Gemini
sosmed_5a07f22f,Presiden Prabowo bertekad memberantas korupsi demi menciptakan pemerintahan yang bersih dan transparan.,social_media_comment,0,human
sosmed_5a07f22f,[Hasil Tweet REWRITE oleh ChatGPT dari teks asli sosmed_5a07f22f],social_media_comment,1,ChatGPT
sosmed_5a07f22f,[Hasil Tweet REWRITE oleh Claude dari teks asli sosmed_5a07f22f],social_media_comment,1,Claude
