app,rating,review,word_count
Shopee,1,"proses refund lelet, padahal bukti lengkap dan jelas kalo seller (modifikasi ori) sudah mengakui bahwa mereka mengirim paket kosong dan menginstruksikan untuk lanjut transaksi diluar aplikasi. mending Tokopedia lah sumpah refund cepet asal bukti kuat.",35
Shopee,5,"Sejauh ini belanja di shopee cukup memuaskan👍👍👍,namun untuk minimal belanja untuk menggunakan voucher garansi tepat waktu dan voucher-voucher lainnya jangan terlalu tinggi.Sayang bangat kalau belanjanya sedikit vouchernya tak bisa di pakai.",31
Shopee,2,"manajemen kurir yang sangat aneh, saya memesan barang selama dua hari berturut-turut dan anehnya barang hari pertama belum kunjung datang setelah 5 hari dan barang hari kedua sudah datang terlebih dahulu padahal kedua barang tersebut berasal dari daerah yang sama. Perbaiki itu manajemennya aneh bener",45
Shopee,1,"Sekarang ada SUBTOTAL UKURAN KHUSUS yang sangat mahal biayanya, jadi sebenarnya tidak ada gratis ongkir. Pertimbangan saya yaitu untuk menghapus Aplikasi Shopee, Karena tak lagi ada Kemudahan dan Kemurahan darinya.",30
Shopee,1,"sangat mengecewakan, penyelesaian masalah kita disuruh antri, berhari hari habis waktu ternyata kita di serahkan ke orang lain yang gak paham masalah, kemudian laporan selesai tanpa uang kembali, untung penjualnya mau bernegosiasi diluar shopee",34
Shopee,4,"aplikasi bgus penawaran juga oke, cuma 1 keluhan saya Ini Jasa Pengiriman ny ga ada opsi yg lain kah? pengiriman standar atau tidak estimasi nya sama saja cuma beda di harga, Udh itu pengiriman ke alamat gak pernah cepat Kdang Gak di kirim, tolong tambahkan Expidisi lain dong Muak sekali saya dengan ekspedisi Spx Lelet & kalau bisa Kontak kurir nya terterakan di siru kalau mau hubungi Kurir susah nya minta ampun kayak mau nyri maling",76
Shopee,1,"IKLAN DI TIKTOK LU DIKURANGI ANJG, GW SCROL DIKIT AD IKLAN LO BNGST, GW DH DWONLOAD LU NAGAPA MASIH NGIKLANIN GW SI ANJG, MAU GW UINSTAL LU AP GMN NGENTD",30
Shopee,5,"terimakasih banyak ya shopee.. ini ke dua kali aku belanja disini. pertama parfum decant mereknya eden perfumery varian esser dan tokonya ngasih free gift tambahan parfum neuroscent. aku dapat free voucher jadi ga bayar sama sekali. hehe.. terus ada aku beli baju kemeja dan rok plisket motif pohon sama ada gambar hewannya lucu bagus pernah dipake fuji sama beli parfum nco varian golden hour yang pernah dipake amanda manopo. semoga seterusnya belanja disini tetap aman yaa. makasih, sukses slalu y",80
Shopee,1,"Marketplace paling bikin istighfar dan kapok sama pengirimannya, paket sudah sampai digudang parungpanjang 2hari ditahan tahan dengan alasan tidak masuk akal, saya udh 3x ambil langsung ke gudang! Saya belanja untuk dikirim kerumah! bukan saya yang ambil ke gudang, 3x komplen tidak ada tanggapan hanya iya iya saja, kacau kacau SPX nya, mending di TIKTOK kalo belanja, cepat sampai tanpa kendala dan drama paket ditahan tahan",66
Shopee,1,"pernah pesen di mall ori loh ternyata dia salah kirim, aku retur lah proses retur nya ribet banget ujung ujungnya paket diambil terus gaada update dan dibatakan gitu aja sama shopee jadi barang udah diambil uang ku ga kembali udah ajukan ini itu pun sama aja padahal kurir bilang udah di gudang loh tapi kenapa g update, kurasa ini ga aman sih kalo gini",64
Shopee,1,"SHOPEE LU BENER BENER SUMPAH DULU GA BEGINI BANGET, KOK SEKARANG KALO AKU BUKA APLIKASI lain TIBA-TIBA MASUK SHOPEE SHOPEE SHOPEE BISA SAMPE 5 KALI LEBIH LOHHHH MAU PROMOSI GA GINI JUGA KANNNN??? YAKANNN???",34
Shopee,1,Nyesel kaitkan ke SeaBank. Giliran transfer pembayaran disuruh masukin pin. Sedangkan pas ada tagihan bulanan via ShopeePay malah otomatis bayar gausah masukin pin segala. Habis saldo gue gara-gara ShopeePay gajelas,30
Shopee,4,ini shopee bagus semuanya oke cuman saya tiba tiba di tlpon sama orang dri kantor shopee nya bilang saya dapat hadia uang senilai Rp 3.000.000 terus tiba tiba download aplikasih akukami itu gimana sih shopee 😡😡apa itu penipuan tolong jelasin deh,41
Shopee,1,"apk yg loadingnya lamaaa bgt kocak, padahal tinggal bayar aja load nya bisa lebih dr 10 menit. sama aja shopee atauapun apk shopeepay nya selalu begitu, pake wifi atau sinyal hp sekalipun tetal aja ngelag parah ni aplikasi",38
Shopee,1,"mw tanya doang nihya(ak merasa dirugikan bgt) make shopeepay, ngga ku apa apain aplikasinya, eh tbtb akunku ke log out, pas aku login shopeepay lagi pake nomor biasa kok ngga bisa? padahal aku udh topup saldo pas itu. sebelum itu juga masih ada sisa saldo juga loh di nmor itu, tolong ya kenapa kok bisa gitu, padahal temenku suka log out juga bisa login lagi, kok aku nggak? tolong aku merasa dirugikan disini.(ak ga pake cicilan/apapun) cuma pake shopeepaynya aja.",80
Shopee,1,"ini gimana si, udah 1 bulan lebih tidak bisa check out, udah ganti"" akun tetep gak bisa, katanya vouchernya tidak bisa di pakek, di ganti ttp tidak bisa, segera di perbaiki deh",32
Tokopedia,1,"pengiriman lamaa banget mending pake shopee, dari kota Tanggerang ke kota Cilegon 8 hari 🤮 kalo di shopee 2-3 hari langsung dirumah, Tokopedia mahal doang ngirim lama, ga lagi"" pake aplikasi ini lagi",33
Tokopedia,5,"kenapa sih gabisa COD buat yang pengguna baru?? selalu ada masalah kendala dalam transaksi udah nanya ke aplikasi nya gimana cara cod tapi tetep aja gabisa, jujur kecewa sama tokopedia.",30
Tokopedia,1,harga barang 6ok x2 sampai di pembayaran total barang jadi 140k blm biaya lain nya.. njir.. ketambahan biaya ghoib GA TAU KYK MANA NGITUNG NYA berasa kayak di jajah bngsa sendiri.. pingin bangga sesama anak bangsa. tapi ga tau nya sama aja kayak si OREN,45
Tokopedia,1,"ini kenapa si ya padahal saya taro titik di di rumah saya alamat dibekasi tapi ko pass di cek lagi malah di jakarta, alhasil semua paket saya di tolak tiga tiganya hadeuhh",32
Tokopedia,1,"Aplikasinya Jelek,voucher pengguna baru gabisa dipake sama sekali,pdhl akun baru,nomer baru.keterangannya promo tidak tersedia,kalo gak tersedia kenapa diadain vouchernya.Nanya ke CS gadapat jawaban yg memberikan solusi sama sekali,malah gantung gitu aja.Saldo refaund saya juga ngendap gabisa diambil dengan alasan proses pengembalian dana sebelumnya masih berlangsung,padahal saya belum melakukannya sama sekali.Dipake untuk belanja lagi juga gabisa.Tolong aplikasinya diperbaiki lagi,rugi bgt saya",60
Tokopedia,3,"saya benar² hancur dan kecewa, harusnya saya telah mendapatkan diskon besar karena pengguna awal. Pertamanya saya memberitahu ke ibu saya bahwa parfum kesukaannya di hp saya itu diskon besar, dan saya ngomong untuk membelikan parfum itu untuknya. Tapi, saat saya pencet beli sekarang, malah loading dan diskon tersebut hilang seketika. Mohon kritik saya ini ditanggapi, agar pengguna lain tidak sama seperti saya",62
Tokopedia,1,"jelek banget aplikasi ini, mau verifikasi diri aja mustahil. soalnya, nomor yang baru dibeli katanya udah terhubung sama akun lainnya. padahal gak pernah merasa login pake nomor itu. susahnya tuh kek menghapus tindakan kriminal di dunia. emang bener² mustahil. sepertinya memang harus ganti ke toko lain",46
Tokopedia,1,Email di hack pakai beli bareng di Tokopedia. dan app Tokopedia ga bisa bantu malah akun sy di blokir.... minta surat lapor polisi padahal sudah sy lampirkan dr awal penjahatnya pakai no HP beda tp email sy di pakai. Tokopedia memblokir acct saya. Tokopedia sangat absur kerjanya salah sasaran respon sangat slow tidak tanggung jwb cuci tangan pesan brg dr toped ga bisa lacak ... Terima kasih patner shep dgn tokped sejak thn 2024 berakhir sudha pake app lain yg aman,81
Tokopedia,1,pengalaman belanja lewat aplikasi ini ... barang belum sampai di rumah sesuai alamat dan sesuai ketentuan batas pengiriman. ajukan komplain tapi dengan solusi sepihak dari Admin komplain dianggap selesai. ajukan komplain lagi Diminta nunggu 15 hari lagi tanpa kepastian. Sebagai pembeli sangat dirugikan ... Tokopedia lebih berpihak pada penjual tapi mengabaikan hak pembeli yg sudah bayar tapi tidak terima barang dan dianggap aetuju dengan solusi sepihak Tokopedia,67
Tokopedia,1,"10 tahun saya jualan, akhirnya saya memilih berhenti berjualan di toped tiktokshop.. penjual selalu rugi dengan aturan ruwet marketplace.. potongan biaya besar sekali.. dan isinyaa pembeli penipu dan maling,, tiktok sarang maling maling dan pungli..🤣🤣🤣",35
Tokopedia,2,"ongkir nya mahal abiszzzz padahal pengguna baru loh yaaa harga nya serba 100 perak pas di pesan behh ongkir nya sampe 68rb itu kebelet haji atau apa??? ""ekslusif pelanggan baru"" pretttt paling bener mesen di tiktok/shopee ongkir nya jinak semua ga ganas",42
Tokopedia,4,"bagus, tapi ng bisa ganti nmr HP karena harus ada kode dari nmr HP lama, padahal itu sudah tidak aktif lagi, bisakah kode verifikasi nya diambil dari nomor HP baru saja? biar mempermudah.",33
Tokopedia,2,"Buruk, promo 1 akun 1 pengguna itu omong kosong, intinya kalo kita terhubung di jaringan wifi yang sama oleh orang yang telah menggunakan promo, itu di anggap pengguna yang sama dan di anggap melanggar S&K. Online shop ini harusnya belajar toko orange, soal prihal kasih voucher ke pengguna. Sudah gitu seller nya banyak yang nakal, dan olshop ini lebih condong membela seller nakal dari pada pengguna, alhasil kalo mau retur atau balik dana, susahnya minta ampun, karna berbelit yang bikin males.",81
Tokopedia,1,"saya tidak bisa login, padahal sudah ada akun dan sudah masukin kode verifikasi, tapi tetap ga bisa , katanya system error, karena tak bisa dan saya tak mau buat akun baru, maka Tp saya uninstall aja",36
Tokopedia,1,TOKOPEDIA KALAH JELAS JAUH DENGAN SHOPPEY !!! KURIR BERMASALAH MASIH SAJA DIAJAK JOIN SAP EXPRESS BANYAK TUH KONSUMEN TOKOPEDIA YG TERIAK2 KOMPLAINT KE CS TOKOPEDIA - KASIH RATING BURUK KE SAP EXPRESS BS CEK SAP EXPRES SURABAYA BERTAHUN2 TETAP MASIH ADA MASALAH .... TOKOPEDIA MENANDAKAN DIA TIDAK PROFESIONAL DALAM MELINDUNGI HAK2 KONSUMEN PELANGGAN. TERIMAKASIH,54
Tokopedia,1,"Untuk pengisian pulsa kolom nomor telpon tolong di buat kosong terus .. Saya jadi salah isi karna berubah bekas di liat"" teman.. Udah operator nya beda gk bisa transfer pulsa .. Hadeh sesat",33
Tokopedia,2,"Dulu ada diskusi di etalase produk, bisa melihat pertanyaan pengguna lain dan jawabannya. Lalu diganti dengan hanya chat pribadi ke penjual. Hari ini saya bingung mencari di mana riwayat chat saya menanyakan produk ke penjual.",35
Tokopedia,1,"Coucher pengguna baru cuman gimmick, setiap mau co pakai voucher pengguna baru pasti tulisannya ± ""voucher tidak dapat digunakan, anda dapat melanjutkan pembelian tanpa voucher."" Padahal akun bnar-benar baru bikin, ngapain voucher nya dikasih waktu? wong gak bisa dipakai 😂",40
Tokopedia,1,"ga suka banget katanya dapet promo untuk pengguna baru, pas mau chek out eh tiba tiba promonya udah ga berlaku, tapi pas kembali lagi suruh beli pakai promo PENIPU GASUKA",30
Tokopedia,1,berulang kali Dibatalkan sistem atau tidak segera dikirim hingga voucher hangus dan cuma pengembalian dana. cukup riskan jika barang dipesan merupakan sesuatu yang penting dan ditunggu. merugikan konsumen baik secara waktu dan pikiran. lebih baik beralih ke marketplace lain yang bisa diandalkan.,42
Tokopedia,1,"tolollllll banyak toko ga aktif , beli instan karna urgent udah hari ke 2 di kirim engga di chat ga di bales ,udh ke 2 toko nya beli gini terus , uang balik jg ga full udh di potong ppn , di aplikasi jg ga bisa chat cs kaya sebelah , jadi ga bisa bantu solusi.. asli kecewa ama nih aplikasi untuk ke sekian kalinya , stop dan uninstal sepertinya jalan terbaik.",72
Tokopedia,1,"Dulu sempat jadi salah satu marketplace favorit 😄 Namun belakangan terasa makin kurang menarik, terutama sejak cashback dan subsidi ongkir jauh berkurang. Setelah bergabung dengan TikTok juga banyak pengguna yang mulai kurang nyaman. Keluhan bukan cuma dari pembeli, tapi juga dari penjual karena biaya operasional dan potongan terasa makin besar. Semoga ke depannya bisa lebih berpihak ke pengguna dan seller 👍",61
Tokopedia,1,"toko pedia Harga 3xlipat mahal nya ,dari harga promo 15rb pas di klik menjadi 197rb di toko sebelah gak seperti ini mahal nya promosi dan vocer nya ada tapi nggak guna.",31
Tokopedia,1,"emang cocok di kasih bintang 1, aplikasi banyak bug nya, udah belanja masa saldo ke potong terus barang belum berhasil di beli, malah saldo gak di balikin, terus belanja pake promo malah di refund kembali dana nya, contohnya beli pulsa",40
Tokopedia,1,"tokped ubah lagi kayak dulu, obat keras tetap pakai resep dokter atau konsul dokter tapi biarin bisa dibuka dulu halaman obatnya biar bisa baca ulasan produk dan toko. Yang sekarang g bisa dibuka hrs chat dokter dlu dan setelah dapat resep malah g muncul apotek yg dipilih. malah muncul apotek yg lain. males dah pakai tokped. ribet boleh tp jgn sampai apotek yg udh dipilih malah g muncul.",68
Tokopedia,3,"ini kenapa ya, setiap dapet voucher dan masuk halaman cekout pasti error, padahal jaringan gaada masalah, udah di update masih aja kayak gitu terus, keburu voucher hangus, tolong tokped diperbaiki masalah ini.",32
Tokopedia,1,"BADJINGAN, paket pesan tanggal 16 mei, lalu belum sampai hingga tanggal 27 mei, malah paket katanya sudah dikembalikan ke penjual, yaudah saya biasa saja karena barang cod, tetapi paket malah datang dan ternyata paket yang di terima sudah terbuka dan isinya kosong, padahal di lacak Tokopedia barang sedang di return ke penjual",52
Tokopedia,1,"Tokopedia tolong perbaiki sistem upload video komplain. Tahun 2026 tapi batas upload masih sangat kecil sekitar 20MB, padahal kamera HP sekarang otomatis menghasilkan video berukuran besar. Pembeli jadi kesulitan upload bukti kerusakan dengan jelas dan harus kompres berkali-kali sampai kualitas video menurun. Mohon batas upload diperbesar atau disediakan fitur kompres otomatis agar proses komplain lebih mudah dan tidak merugikan pembeli.",60
Tokopedia,1,"woii ini hubungin nya dimana sihh?? saldo penjualan ku berminggu gak balik, barang kejual tp uang ga masuk. SAYA HUBUNGI TOKOPEDIA TDK ADA YG RESPON, Sampe akhirnya Saya kena CS TOKPED palsu dan saya kena scamm uang hilang.. cuma gara"" TOKOPEDIA GD YG BISA DIHUBUNGI malah aku yang kena tipu lagi sama CS Palsu TANGGUNG JAWAB INI GIMANA",58
Tokopedia,1,"pelayanan buruk banget, saya langganan tokped plus 150rb sebulan dijanjikan benefitnya dapet voucher 500rb, saya gunakan untuk belanja tapi pesanan terbatalkan oleh sistem,pesanan batal voucher 500rb tidak kembali ke akun saya saya minta kembali hak saya ke costumer service center tapi sudah lebih dari 1 Minggu kasus tidak ada kejelasan,malah suruh sabar terus!!!!! uang 150rb hangus benefit 500rb tidak kembali juga!!!! PELAYANAN JELEK! harga pun di markup! mending pindah ke apk Oren dah!!!!!!!!",73
Tokopedia,1,"banyak kurir GK mau anter paket kususnya wilayah Cirebon , saya kasih 1 bintang saya GK mau belanja lagi di Tokopedia kurir GK amanah , kurir sengaja alasan pembeli pdhl pembeli nunggu kiriman dari pagi sampe MLM",37
Tokopedia,1,"semenjak merger sama tiktod jadi rusak, harganya ga ngotak, naeknya bisa sampe ratusan ribu, harga awal 630.000 dikeranjang bisa2nya jadi 721.000, najis. harga barang lain 205.000 kenapa jadi 300.000 lebih ? najis, ga bakalan berkah",35
Tokopedia,1,gak habis pikir sama Tokopedia. pas mau kembalikan barag tertera geratis . pas kurir j&t ambil barag yg mau di kembalikan . kurir mintak ongkos penjemputan 12 rb. barag yg di kembalikan senilai 32 RB. parah memang . kenapa kl kena biaya tidak di cantumkan pas mau pilih jemput kurir . kenapa harus ada tulisan geratis . kurir bad attitut,60
Tokopedia,1,"maaf saya mau menanyakan kenapa terkadang gabisa melacak pesanan instan saya, dan MOHON UNTUK DITINGKATKAN UNTUK PELAYANAN TOKOPEDIA CARE NYA, SAYA MAU NANYA KE TOKOPEDIA CARE MALAH SAMA CHAT BOT GA DIARAH²IN, MOHON UNTUJ DITINDAK LANJUTI",36
Tokopedia,1,"sumpah mengecewakan, masa mau co gabisa gara gara pake voucher pengguna baru sama gratis ongkir, pdhl belum ada 10 menit akunya dibuat klo co ga pake voucher baru bisa, ya kalo gitu mending gausa dikasih voucher si klo dipake aja gbisa buat tokped perbaiki lgi dong sistemnya masa perusahaan gede jelek gini",52
Tokopedia,1,pertama pake bikin kecewa. pesanan saya TDK direspon 2 hari oleh seller. ketemu toko seller OFF. pihak Tokopedia harusnya menghilangkan toko2 yang sudah lama OFF. bikin masalah saja dgn pembeli,30
Tokopedia,1,"kecewa, proses pengembalian dana refund ke rekening lama sekali sdh 6jam blm masuk² ke rekening statusnya masih dlm proses review. Padahal sebelumnya pernah juga bgni bisa langsung masuk tanpa nunggu, tapi giliran nominalnya lumayan malah lama banget blm masuk² juga ke rekening. Tlng di bantu percepat proses pencairannya jgn buat pengguna merasa gak tenang karna uangnya terlalu lama gantung di sistem kalian.",62
Tokopedia,1,chat cutomer live dengan agen aja lama untuk pengembalian dana dan rata rata respon penjual nya juga lama padahal kita juga butuh cepat gitu pelayanan customer terbaik sedangkan pengmbalian dan sudah di kasih data pribadi aja juga gak langsung tolong di perbaiki sistem nya massa kalah dengan yg lain,49
Tokopedia,1,"awalnya minat karena ada promo diskon besar sebagai pengguna baru (voucher) ... eh udah mau check out ternyata bohongan... 😅 voucher tidak bisa di klaim karena tidak sesuai syarat, yg tidak disebutkan syarat apa yg tidak sesuai. Dah lah ....uninstall kembali ke shopee aja kalo gini.",46
Tokopedia,1,"BUAT PEMBELI YG RUMAHNYA DI LOBANG SEMUT HARAP MENCANTUMKAN ALAMAT SEDETAIL MUNGKIN/MENGETIK NOMOR TELPON DI ALAMAT, KARNA PENGIRIMAN DARI GOJEK DRIVER TIDAK BISA TELPON CUSTAMER BY APLIKASI KARNA SISTEMNYA BUSUK, UTK MENGHINDARI RETURN KE TOKO DAN BARANG HILANG",38
Tokopedia,1,harga hampir 2x lebih mahal dari official store marketplace lain. Tersedia banyak voucher tapi tidak bisa dipakai. mau cek out voucher terpakai tapi setelah pencet bayar langsung tertulis harga asli tanpa voucher barang/ongkir,33
Tokopedia,2,"tolong lah kn aku pengguna baru.. otomatis produk ny pd ke potong tu harga nya misal dri 11 rb pas mau co lngsng jdi 100 rban,lebih MAHAL ONGKIR tolong untuk pengguna baru dikasih gratis ongkir,pdhl aplikasi Oren engga gini dehh",40
Tokopedia,1,"udah 10 tahun ga pake Tokped.hp, nomor dan email baru,karena hp sempet rusak &lupa pw email-nya.biasanya aku belanja di shopee.pengen ssekali belanja di tokped.dapatlh aku vocer pengguna baru.aku mau beli matcha.pas aku klik mau cekout pas masih di keranjang,itu vocer otomatis ke klik sama aplikasinya bukan ak.liat dpt vocer besar seneng dong.tapi pas mau pembayaran ga bisa. aku hubungi cs,cs bilang katanya harus ada s&k.kalau ga bisa dipake vocernya kenapa dikasih kepembeli.kapok!auto uninstal!",73
Tokopedia,1,saya mau ubah no HP yg terdaftar di app karna no HP sudah tidak aktif dan saya mau ganti kenapa ribet banget SEKALI LAGI SAYA BILANG NOMOR SUDAH TIDAK AKTIF JANGAN SURUH SAYA VERIFIKASI KE NO YG SUDAH TIDAK AKTIF KONYOL,41
Tokopedia,1,"sepertinya tokopedia harus ganti partner logistiknya. karena dengan logistik yang sekarang ""J&T"" sering sekali bermasalah. sudah beberapa kali paket tidak di kirimkan. dan ada alasan di tolak oleh penerima. padahal kurir ngga pernah antar ke penerima. parahnya lagi paket tiba tiba sudah di terima, padahal sama sekali belum di kirim. bukti fotonya juga cuma blank gitu aja. SEGERA PERBAIKI PARTNER LOGISTIKNYA SEBELUM PELANGGAN SETIA KABUR KE TOKO LAIN",68
Tokopedia,3,"Tokopedia pengiriman lama, estimasi tiba 3 - 7 hari lebih padahal masih satu kota, Aplikasi Bloatware banyak notif iklan kayak Pinjol yang nagih hutang atau promosi pinjaman kayak ""Ada diskon bla bla bla"", ""Klaim amplop merah bla bla bla"" yang kek gini bukannya bikin tertarik malah malas pake karena keganggu sama notif",52
Tokopedia,2,"Males banget belanja di toped, kurir Jne tdk mau lempar brg, klo penerima sedang keluar, jd ribet brg hrs diambil ke cabang Jne, klo kelewatan di retur balik ke kota asal",31
Tokopedia,2,Sering bug chat tidak muncul. Versi web juga kadang eror. Begitu lapor CS jawabannya sangat tidak profesional dan langsung di end chat ketika saya counter argumen. Penurunan kualitas tidak seperti dulu 👎,32
Tokopedia,2,"tolong rajin periksa , makin banyak toko penipu ,berikan sanksi tegas pada toko bermasalah , dan hapus toko yang teridentifikasi sebagai penipu , buat coustemer kembali percaya membeli di sini",30
Tokopedia,1,"pesan brng 2 hari status proses trusss,..di chat toko ga respon,..hub cs ga ada solusi / cma dpt jwban Ai, ket cuma dsruh nunggu 3 hri..mlh mirip preOrder / Abu-Abu🫢(itupun blm tntu dikirim)..status toko ga jelas aktif/tidak nya, tidak ada jam tnggl trahir aktifnya..",44
Tokopedia,1,"BERBAHAYA!!! Dari tgl 10 Mei 2026, saya melakukan pembayaran CC. Hingga sekarang tgl 22 Mei 2026. Tidak ada pembayaran masuk ke CC saya. Saya sampai dikejar kejar tiap hari oleh pihak Bank untuk melakukan pembayaran. Karena itu juga saya sudah komplain di Tokopedia Care nya dan hingga saat ini, hanya disuruh menunggu. Sangat merugikan, nama saya bisa jadi buruk di BI Checking, saya juga mendapat denda. Dan pastinya pembengkakan bunga. Tidak ada penyelesaian pasti sampai sekarang. PARAH !!!!",78
Tokopedia,2,bintangnya saya kurang lagi ...semenjak update blm setaun... jadi ribet makenya..lagi scroll2 produk..pas liat salah satu produk... sebelumnya mau liat produk kedua...ehh pas kembali ke depan malah refresh balik lagi ke awal..otomatis produk kedua yg mau diliat malah ilang...scroll...refresh lagi..ini programmernya becus apa ga sih ngatur #time nya..coba isen bersihkan cache otonatis relogin.. sama aja..scroll refresh..scroll resfresh..payahhh.. jadi males mau liat2 produknya kecuali ada target,65
Tokopedia,1,"Pesen barang tapi status pembelin gabisa di tracking di menu transaksi, sama sekali ga muncul apapun katanya tidak ada transaksi yang sedang berlangsung. udah coba lapor lewat chat TANYA tapi botnya juga ga bisa kasih solusi karna transaksi gabisa ditemukan😭 bukan masalah uangnya, tapi barangnya mau dipake secepatnya :)",49
Tokopedia,2,kenapa sekarang banyak notifikasi pesanan di kirim atau pembayaran berhasil tetapi jika di buka itu iklan barang? ini sangat membuat bingung saya sebagai pengguna. dan ini terjadi hampir tiap jam ada notifikasi seperti ini. Mohon di perbaiki dan jangan berikan saya notifikasi yang tidak sesuai kontennya.,46
Tokopedia,3,"Tolong diperbaiki aplikasinya ini kenapa saya pesen barang A kok dialihkan ke pesanan barang B sebelum checkout?! untung aku teliti sebelum checkout, segera diperbaiki!!, kasihan orang lain yang mau pesen tapi kurang teliti bahwa barang yang dipesan tiba2 berubah ke barang lain!!",42
Tokopedia,3,"Cara pembayarannya agak repot, bagi sy yang jarang pegang uang elektronik jd kerepotan krn kadang tidak bs membayar dg cara konvensional misalnya melalui Indomart atau Alfamart. Bisanya COD, nah Cod ini bagi sy kurang menyenangkan khawatir pas barang datang uang sdh terpakai atau saat datang sy sedang tdk ada di tempat.",51
Tokopedia,1,"BINTANG 1. KOMPLAIN KE CS GA PAHAM2! TOKO BANYAK YG GA AKTIF TAPI DISITU GAK ADA KETERANGAN AKTIF NGGAK NYA. TIBA2 PESANAN KITA DIBATALKAN OTOMATIS AJA SETELAH 2-3 HARI NUNGGU. KAN MAKAN WAKTU NAMANYA! UDH MINTA TOLONG DICEK INI TOKO AKTIF NGGA. AKTIF KATANYA. TPI UJUNG UJUNGNYA TETEP BATAL OTOMATIS, TOKO TDK RESPONS DARI AWAL ORDER. TOKPED KACAU. BUKANNYA MAKIN BENER MALAH BEGINI. PAKE TOKPED 10 TAHUN. DULU TUH ADA KETERANGANNYA. SKRG KENAPA ILANG? BIAR APA SI? AUTO UNINSTAL! PINDAH KE YG LAIN!",83
Tokopedia,1,"gila order main cancel otomatis dengan jarak waktu yang itungan hari, segila enak itu aplikasi tokpded cancel dengan iming iming diskon tapi busuk fake, di tanya cs ga ada kebijakan yang logis baru kali ini belanja online kaya gini",39
Tokopedia,1,"Saya mau menambahkan alamat baru, saat proses ingin menambahkan di minta untuk lengkapi kode pos, tapi kolom tempat pengisiannya tidak ada, alhasil engga bisa menambahkan alamat baru, tolong dong aplikasinya di perbaiki lagi, hal ini sangat menyulitkan dan merepotkan pengguna",40
Tokopedia,1,"Aplikasi gak Jelas. gw mau belajar bahasa Inggris malah di suruh belanja 😡😡 aplikasi scam, katanya aplikasi ini buat belajar berbagai bahasa, tapi kenyataan malah disuruh belanja online. bintang -1.",30
Tokopedia,1,aplikasi sampah... pembeli dpt mngajukan komplain 2X24 jam... giliran ada mngajukan komplain Eeeeee gak bisa digunakan alias eror during uplod... uda satu hari tetap gak bisa2... modus😀😀😀😀tobat mengunakan aplikasi ini😀😀😀😀pdhl kita uda dirugi kn sama penjual pesan 2 bh yg dtang 1bh😀😀😀aplikasi ny gak bertanggung jawab,46
Tokopedia,1,"aneh bgt aplikasinya, voucher pengguna baru gabisa dipake. pas ditanya ke cs nya katanya voucher saya tidak berlaku. padahal baru banget daftar, hp baru, nomor jg baru. saya tanya alasan kenapa tidak bisa di gunakan dia cuma bales alasannya tidak bisa di sampaikan. nyeselll downloadnya apk sampah, harga jg mahal2 daripada shopee. pantesan ramean shopee daripada tokped, cs nya aja ga becus gitu.",63
Tokopedia,1,"(INFO) bro ....skg 👉tokopedia & tiktok 👈 barang2x pada mahal2 semua di daftar harga sengaja di ksh Rp murah bgt di klik kirim u pembayaran hahaha gila2 harganya rata2 naik 2x lipat.makanya terpantau tokopedia dan tiktok skg sunyi pembeli t kek dlu lg.. semoga t bernasib kek Bukalapak. dlu sy klu belanja online langganan tokped ,& tiktok atp skg aq pindah ke apllikasi orange 👍 krn rata2 yg di jual bebas ongkir . ..",74
Tokopedia,1,"Hati"" Dengan Aplikasi Tokopedia. Selamatkan Data Diri Anda. Yang Mau Menggunakan Tokopedia , Berhati"" Sama Aplikasi Tersebut Sudah Kebocoran Data Saya. Saya Beli Barang Di tokopedia , dengan Alasan Barang Saya Tertukar , Penipu Tau Barang Yang Saya Beli itu apa oleh Penipu , dan tau Isi Barang itu apa. Putuskan Pembayaran Dengan Gopay. Tokopedia Dan Gopay tidak menggunakan OTP setiap pembayaran,Sangat Berbahaya Untuk Konsumen. Saya Sudah Menjadi Korban Akun Hack. Sudah Tidak Aman Di Tokopedia..",76
Tokopedia,2,"ngasih voucher diskon tapi gak bisa dipake sama sekali, terus ngapain di adain voucher diskon, tertulis belanja minimal 40rb ke atas, tapi pas mau beli barang nya malahan voucher tidak bisa digunakan,",32
Tokopedia,5,bagus sih. cm syng aneh ngsh limit paylater cm 200 sudah melakukan 6x pelunasan tanpa telat ttp aja 200 . nanti mau dbyr lg. kl gk naik limit ny gk akan belanja lg ditokopedia. percuma limit 200 gk ckp bl ini itu,42
Tokopedia,3,"Ini fiturnya ngebantu tapi ngrepotin kalau beli salep harus konsul ke dr dulu, ya gpp klo dokternya responsif yg saya temui sejauh ini slowresp, mau lihat riview nya aja harus konsul dlu ke dokter. JUJUR GANGGU DAN BUANG BUANG WAKTU",40
Tokopedia,1,kayak orang idiot belanja di TOKOPEDIA barang harga 40ribu di naikin jadi 500ribu terus pake alasan diskon 90% 2026 ini woiii... orang bisa bandingin harga dari mana aja.. apalagi di bandingin sama shopee kalah jauh...,35
Tokopedia,1,"Kalian mengusir costuner kalian sendiri Tokped. Toko2 yg jd langganan saya di tokped pindah ke Shopee semua, apalagi kalau bukan karena kebijakan problematik yg harus disambung sama TokTok itu. Sungguh sangat bijak",32
Tokopedia,1,toko banyak penipu isinya hati hati menggunakan apk ini kalo ga tau lebih baik jangan coba coba mending kalian blanja online. di toko oren sma yang lain hatu hati saya kena tipu seller tokopedia,34
